[2025-07-01 16:44:39,707] INFO] Starting fetch for api....]
[2025-07-01 16:44:43,722] INFO] Saved article to queue\1693c7fc-1073-4fa0-a25d-64be9d54dbdd.json]
[2025-07-01 16:44:43,724] INFO] Saved article to queue\27a58c69-4e36-4418-b5ff-d90804e572d4.json]
[2025-07-01 16:44:43,725] INFO] Saved article to queue\109888f0-e511-427c-881e-7ef46fc33275.json]
[2025-07-01 16:44:43,727] INFO] Saved article to queue\b3258fd1-8439-4e05-bf55-7fa5953672ab.json]
[2025-07-01 16:44:43,728] INFO] Saved article to queue\387a1f16-9d62-48c2-9c93-625cb683ee8c.json]
[2025-07-01 16:44:43,730] INFO] Saved article to queue\044aebef-9c93-4dab-a23a-4b29e990983e.json]
[2025-07-01 16:44:43,731] INFO] Saved article to queue\c082c21c-923e-4fbe-9ca1-d62a1c07af82.json]
[2025-07-01 16:44:43,733] INFO] Saved article to queue\e2566304-391c-45f2-9b6b-c0f1640b6f6d.json]
[2025-07-01 16:44:43,735] INFO] Saved article to queue\c0b6fdad-6ba1-46e8-b3e1-a45e05517891.json]
[2025-07-01 16:44:43,736] INFO] Saved article to queue\e9decb6b-a8eb-4cbb-b5d5-fab95e49c52e.json]
[2025-07-01 16:44:43,737] INFO] Saved article to queue\3c4e3e7b-e1bd-45e3-9fc8-9e5a6d01346f.json]
[2025-07-01 16:44:43,739] INFO] Saved article to queue\a71591c3-ddef-472d-82fe-7ca084838ed8.json]
[2025-07-01 16:44:43,740] INFO] Saved article to queue\1e5dbb54-4286-4038-a486-52abdfc918ca.json]
[2025-07-01 16:44:43,745] INFO] Saved article to queue\9774a114-ea63-45ca-9305-2c2f1ff2a4ec.json]
[2025-07-01 16:44:43,750] INFO] Saved article to queue\7670a3d3-ca10-4c93-8792-b5fb6eb77906.json]
[2025-07-01 16:44:43,754] INFO] Saved article to queue\11942dd7-0585-4c91-93c2-2989e575af23.json]
[2025-07-01 16:44:43,760] INFO] Saved article to queue\d549b2a2-e1c9-4f5c-9df5-f8b9431d304c.json]
[2025-07-01 16:44:43,764] INFO] Saved article to queue\ccd550c0-fee0-47a7-b746-d8dc2509ac0e.json]
[2025-07-01 16:44:43,768] INFO] Saved article to queue\933fab78-aec8-43c2-9523-d8b9b7d31bd0.json]
[2025-07-01 16:44:43,772] INFO] Saved article to queue\85f6267a-5257-43fa-9cb6-85fab5afbc49.json]
[2025-07-01 16:44:43,776] INFO] Saved article to queue\966b521b-4b4b-425e-b40e-c9189342013c.json]
[2025-07-01 16:44:43,781] INFO] Saved article to queue\a4d012c0-a76b-4d0a-bfd9-bc0ceb193d83.json]
[2025-07-01 16:44:43,786] INFO] Saved article to queue\d063e3ec-accb-4d8d-8758-05e8e2366a4c.json]
[2025-07-01 16:44:43,791] INFO] Saved article to queue\ebbd81b2-d943-4156-a186-3cd467c438cc.json]
[2025-07-01 16:44:43,795] INFO] Saved article to queue\98ebf234-0593-44c4-a682-119ba2904a89.json]
[2025-07-01 16:44:43,800] INFO] Saved article to queue\29c6de6f-ad2e-466b-a80c-8aff96cfa183.json]
[2025-07-01 16:44:43,805] INFO] Saved article to queue\14bea375-0d25-42a5-a421-d936a89cc975.json]
[2025-07-01 16:44:43,810] INFO] Saved article to queue\ec354832-f3dc-4850-899f-b9441a4a8cb8.json]
